animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM00352,Dog,French Bulldog,2.2,8.0,F,VIS00352,2023-12-04,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM06100,Dog,Labrador Retriever,4.3,34.9,F,VIS06100,2024-04-13,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM01422,Dog,French Bulldog,9.8,10.0,FS,VIS01422,2024-01-18,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM00897,Dog,Chihuahua,17.0,1.6,MN,VIS00897,2023-07-03,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM04276,Dog,German Shepherd,9.8,28.4,MN,VIS04276,2024-01-08,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06082,Dog,French Bulldog,8.3,9.3,MN,VIS06082,2024-08-06,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",recovered
ANM00121,Dog,Labrador Retriever,26.9,31.7,MN,VIS00121,2023-01-15,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM06733,Dog,Yorkshire Terrier,8.0,3.6,FS,VIS06733,2024-05-24,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08171,Cat,Domestic Shorthair,9.8,5.3,FS,VIS08171,2024-04-21,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM05268,Dog,Beagle,13.1,10.7,F,VIS05268,2024-10-07,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Ear flushing, topical treatment",recovered
ANM03314,Dog,German Shepherd,4.8,30.3,F,VIS03314,2024-06-21,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM11005,Cat,Siamese,2.8,4.3,M,VIS11005,2024-04-15,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",recovered
ANM04333,Dog,Labrador Retriever,6.3,30.2,F,VIS04333,2023-09-29,"bad breath, difficulty eating",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,recovered
ANM03199,Dog,German Shepherd,12.5,38.1,F,VIS03199,2024-08-17,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05692,Dog,Yorkshire Terrier,15.0,2.9,FS,VIS05692,2023-03-18,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07513,Dog,German Shepherd,11.2,28.9,MN,VIS07513,2023-06-02,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",recovered
ANM05029,Dog,French Bulldog,4.4,12.1,MN,VIS05029,2023-05-22,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM07854,Dog,Yorkshire Terrier,4.9,2.9,M,VIS07854,2024-10-16,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM03590,Dog,German Shepherd,5.6,33.0,FS,VIS03590,2024-07-02,"bad breath, difficulty eating",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Surgery,Dental scaling and extractions,recovered
ANM11618,Cat,Siamese,10.5,4.2,FS,VIS11618,2024-12-26,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM06791,Dog,Labrador Retriever,12.0,25.5,M,VIS06791,2023-03-02,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04645,Dog,German Shepherd,4.3,27.5,M,VIS04645,2023-10-25,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM00043,Dog,French Bulldog,7.0,13.6,M,VIS00043,2024-07-20,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11187,Cat,Siamese,2.7,3.3,F,VIS11187,2023-07-23,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",recovered
ANM12179,Cat,Siamese,2.6,3.1,MN,VIS12179,2023-09-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM03574,Dog,French Bulldog,7.5,11.5,M,VIS03574,2023-08-21,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM08115,Cat,Maine Coon,1.7,5.9,M,VIS08115,2024-06-09,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM00968,Dog,Beagle,4.7,10.4,F,VIS00968,2024-01-22,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM14233,Cat,Maine Coon,19.9,4.1,FS,VIS14233,2023-12-30,"eye discharge, squinting",Urinary,Polycystic Kidney Disease (PKD),mild,Medication,Topical ophthalmic antibiotics,recovered
ANM11031,Cat,Domestic Shorthair,9.5,5.1,FS,VIS11031,2024-04-09,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10269,Cat,British Shorthair,15.9,7.5,FS,VIS10269,2024-05-12,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),moderate,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM04701,Dog,German Shepherd,12.9,23.7,MN,VIS04701,2023-12-15,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14247,Cat,Domestic Shorthair,9.7,4.7,MN,VIS14247,2023-02-26,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07540,Dog,German Shepherd,11.3,34.6,MN,VIS07540,2023-02-20,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM02292,Dog,Beagle,2.3,10.9,MN,VIS02292,2023-07-09,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Ear flushing, topical treatment",recovered
ANM12765,Cat,Persian,1.4,3.4,M,VIS12765,2024-09-22,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM01973,Dog,Labrador Retriever,23.2,28.8,M,VIS01973,2024-11-30,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM08458,Cat,British Shorthair,3.1,7.9,MN,VIS08458,2023-07-09,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM11380,Cat,Persian,16.9,4.9,FS,VIS11380,2024-04-01,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,severe,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM02537,Dog,Labrador Retriever,10.2,26.1,FS,VIS02537,2024-06-13,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM01464,Dog,Yorkshire Terrier,8.4,2.1,FS,VIS01464,2024-10-18,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM06976,Dog,Labrador Retriever,8.8,35.4,MN,VIS06976,2024-09-13,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM12926,Cat,Persian,8.7,4.6,FS,VIS12926,2024-06-13,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM14036,Cat,Domestic Shorthair,7.6,4.6,M,VIS14036,2024-09-27,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),moderate,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM13361,Cat,British Shorthair,1.9,7.0,MN,VIS13361,2023-06-24,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08424,Cat,Maine Coon,7.6,7.2,FS,VIS08424,2024-02-29,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM05100,Dog,Labrador Retriever,6.6,32.7,FS,VIS05100,2023-08-14,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM07533,Dog,Labrador Retriever,9.4,34.8,MN,VIS07533,2023-08-28,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM01651,Dog,Labrador Retriever,10.3,30.2,MN,VIS01651,2023-03-10,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM14011,Cat,Maine Coon,7.8,6.7,FS,VIS14011,2024-12-22,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM08581,Cat,Persian,3.5,4.3,M,VIS08581,2024-03-27,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00922,Dog,Chihuahua,6.2,2.3,FS,VIS00922,2023-06-07,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM11702,Cat,Domestic Shorthair,8.6,3.3,MN,VIS11702,2023-01-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12634,Cat,Maine Coon,7.5,5.0,FS,VIS12634,2024-07-11,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM01609,Dog,Beagle,9.0,10.5,MN,VIS01609,2023-04-23,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM12003,Cat,Domestic Shorthair,1.9,4.3,MN,VIS12003,2023-08-20,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM02304,Dog,French Bulldog,8.6,13.6,M,VIS02304,2023-02-26,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM04315,Dog,Chihuahua,14.3,2.0,FS,VIS04315,2023-09-16,"exercise intolerance, coughing",Cardiovascular,Heart murmur (unspecified),moderate,Medication,"Monitoring, pimobendan if progressive",chronic management
ANM00896,Dog,French Bulldog,5.8,13.0,FS,VIS00896,2024-12-10,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",chronic management
ANM11156,Cat,Persian,12.9,3.7,MN,VIS11156,2024-01-26,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11165,Cat,Siamese,2.7,4.0,FS,VIS11165,2023-01-30,"weight loss, dyspnoea, regurgitation",GI,Mediastinal lymphoma,severe,Medication,Systemic chemotherapy protocols,chronic management
ANM09760,Cat,Maine Coon,12.7,9.2,MN,VIS09760,2023-06-26,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM02200,Dog,French Bulldog,1.2,9.7,F,VIS02200,2024-06-21,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM01102,Dog,French Bulldog,4.7,9.9,MN,VIS01102,2023-09-03,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM08572,Cat,Maine Coon,3.2,6.1,F,VIS08572,2023-09-27,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM10774,Cat,Maine Coon,9.2,5.9,F,VIS10774,2024-02-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03303,Dog,Labrador Retriever,1.2,31.2,FS,VIS03303,2023-12-25,"frequent urination, straining",Urinary,Urinary tract infection,moderate,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM03062,Dog,Chihuahua,17.4,1.7,MN,VIS03062,2024-01-29,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM09276,Cat,Persian,16.5,3.7,MN,VIS09276,2023-11-15,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM07010,Dog,Beagle,5.2,9.2,MN,VIS07010,2024-05-24,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM01355,Dog,Yorkshire Terrier,10.7,2.1,MN,VIS01355,2024-10-04,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM04438,Dog,Labrador Retriever,6.4,35.7,MN,VIS04438,2024-08-20,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM04981,Dog,Chihuahua,17.2,1.7,MN,VIS04981,2024-08-18,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM05866,Dog,German Shepherd,11.1,30.7,MN,VIS05866,2023-01-05,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (meloxicam), physiotherapy",chronic management
ANM09720,Cat,Domestic Shorthair,1.0,5.6,FS,VIS09720,2024-12-05,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM04103,Dog,Yorkshire Terrier,9.8,3.0,MN,VIS04103,2024-07-02,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM11761,Cat,Domestic Shorthair,12.3,4.8,F,VIS11761,2023-12-21,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM06837,Dog,French Bulldog,3.7,10.1,F,VIS06837,2024-01-05,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM00597,Dog,Chihuahua,4.3,2.6,M,VIS00597,2023-01-20,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM01721,Dog,Labrador Retriever,4.9,30.7,M,VIS01721,2023-02-20,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM06993,Dog,German Shepherd,7.7,23.1,MN,VIS06993,2023-07-01,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM12606,Cat,Persian,15.7,5.1,FS,VIS12606,2024-01-23,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM08113,Cat,Persian,9.4,4.1,F,VIS08113,2023-09-04,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM02011,Dog,Labrador Retriever,1.6,27.4,F,VIS02011,2023-05-21,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06991,Dog,Labrador Retriever,13.9,34.1,MN,VIS06991,2024-11-14,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM10285,Cat,Domestic Shorthair,1.2,4.8,M,VIS10285,2023-04-09,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01322,Dog,Labrador Retriever,3.0,30.6,F,VIS01322,2024-12-18,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09961,Cat,Siamese,11.5,4.7,MN,VIS09961,2023-04-15,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",chronic management
ANM03413,Dog,Beagle,2.4,9.3,F,VIS03413,2023-07-23,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM10005,Cat,Domestic Shorthair,8.9,3.4,FS,VIS10005,2024-08-03,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids",recovered
ANM14862,Cat,Maine Coon,3.2,5.4,F,VIS14862,2024-10-03,"lethargy, vaginal discharge, anorexia",Reproductive,Pyometra,severe,Surgery,Ovariohysterectomy,recovered
ANM00064,Dog,French Bulldog,8.3,8.9,FS,VIS00064,2023-03-16,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM13853,Cat,Domestic Shorthair,19.8,3.5,FS,VIS13853,2023-09-28,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
